0	0	50
0	1	20770
0	2	86
0	3	50
0	4	50
0	5	50
0	6	50
0	7	50
0	8	86
0	9	86
0	10	7088
0	11	50
0	12	86
0	13	50
0	14	8805
0	15	86
0	16	29044
0	17	50
0	18	50
0	19	86
0	20	50
0	21	86
0	22	50
0	23	50
0	24	50
0	25	50
0	26	98
0	27	50
0	28	7859
0	29	50
0	30	50
0	31	86
0	32	50
0	33	50
0	34	50
0	35	86
0	36	50
0	37	50
0	38	50
0	39	86
0	40	86
0	41	86
0	42	50
0	43	17449
0	44	50
0	45	50
0	46	50
0	47	50
0	48	5665
0	49	11684
0	50	50
0	51	9784
0	52	86
0	53	50
0	54	86
0	55	50
0	56	86
0	57	50
0	58	86
0	59	50
0	60	50
0	61	50
0	62	50
0	63	50
0	64	86
0	65	86
0	66	50
0	67	5024
0	68	86
0	69	50
0	70	86
0	71	86
0	72	50
0	73	86
0	74	86
0	75	50
0	76	50
0	77	5695
0	78	86
0	79	50
0	80	86
0	81	86
0	82	50
0	83	86
0	84	86
0	85	50
0	86	50
0	87	50
0	88	50
0	89	9977
0	90	86
0	91	50
0	92	86
0	93	50
0	94	50
0	95	86
0	96	86
0	97	50
0	98	86
0	99	86
0	100	50
0	101	86
0	102	86
0	103	86
0	104	26741
0	105	50
0	106	86
0	107	98
0	108	50
0	109	50
0	110	50
0	111	50
0	112	86
0	113	50
0	114	50
0	115	50
0	116	50
0	117	86
0	118	50
0	119	86
0	120	50
0	121	86
0	122	50
0	123	86
0	124	50
0	125	50
0	126	86
0	127	86
0	128	50
0	129	6513
0	130	50
0	131	50
0	132	86
0	133	86
0	134	50
0	135	98
0	136	14057
0	137	3505
0	138	50
0	139	50
0	140	86
0	141	50
0	142	86
0	143	4206
0	144	6971
0	145	50
0	146	86
0	147	50
0	148	50
0	149	7395
0	150	50
0	151	86
0	152	86
0	153	86
0	154	50
0	155	50
0	156	86
0	157	86
0	158	50
0	159	86
0	160	50
0	161	50
0	162	86
0	163	50
0	164	86
0	165	50
0	166	23938
0	167	50
0	168	50
0	169	14238
0	170	50
0	171	50
0	172	50
0	173	50
0	174	50
0	175	50
0	176	86
0	177	50
0	178	50
0	179	50
0	180	86
0	181	86
0	182	50
0	183	50
0	184	86
0	185	5406
0	186	86
0	187	50
0	188	18622
0	189	50
0	190	50
0	191	50
0	192	50
0	193	86
0	194	86
0	195	7605
0	196	50
0	197	86
0	198	16161
0	199	86
0	200	4652
0	201	86
0	202	86
0	203	50
0	204	50
0	205	8490
0	206	50
0	207	50
0	208	50
0	209	86
0	210	50
0	211	50
0	212	86
0	213	50
0	214	86
0	215	86
0	216	50
0	217	50
0	218	86
0	219	86
0	220	86
0	221	86
0	222	86
0	223	50
0	224	86
0	225	2532
0	226	29111
0	227	86
0	228	10292
0	229	50
0	230	13490
0	231	7695
0	232	50
0	233	86
0	234	86
0	235	86
0	236	50
0	237	50
0	238	50
0	239	86
0	240	86
0	241	86
0	242	86
0	243	50
0	244	50
0	245	50
0	246	50
0	247	50
0	248	12597
0	249	50
0	250	50
0	251	86
0	252	86
0	253	50
0	254	50
0	255	50
0	256	50
0	257	86
0	258	50
0	259	50
0	260	50
0	261	8964
0	262	8215
0	263	50
0	264	50
0	265	86
0	266	86
0	267	50
0	268	50
0	269	86
0	270	86
0	271	6422
0	272	50
0	273	5542
0	274	9962
0	275	86
0	276	50
0	277	50
0	278	50
0	279	86
0	280	50
0	281	50
0	282	86
0	283	50
0	284	119499
0	285	50
0	286	86
0	287	86
0	288	4365
0	289	50
0	290	50
0	291	86
0	292	86
0	293	50
0	294	86
0	295	50
0	296	86
0	297	50
0	298	50
0	299	50
0	300	86
0	301	86
0	302	86
0	303	86
0	304	86
0	305	7724
0	306	50
0	307	50
0	308	86
0	309	86
0	310	50
0	311	86
0	312	50
0	313	86
0	314	50
0	315	86
0	316	50
0	317	86
0	318	86
0	319	86
0	320	50
0	321	50
0	322	50
0	323	50
0	324	50
0	325	86
0	326	86
0	327	5940
0	328	50
0	329	50
0	330	11212
0	331	3813
0	332	50
0	333	50
0	334	50
0	335	86
0	336	50
0	337	50
0	338	86
0	339	86
0	340	50
0	341	8626
0	342	50
0	343	86
0	344	50
0	345	50
0	346	50
0	347	86
